;country;year;iso_code;population;gdp;biofuel_cons_change_pct;biofuel_cons_change_twh;biofuel_cons_per_capita;biofuel_consumption;biofuel_elec_per_capita;biofuel_electricity;biofuel_share_elec;biofuel_share_energy;carbon_intensity_elec;coal_cons_change_pct;coal_cons_change_twh;coal_cons_per_capita;coal_consumption;coal_elec_per_capita;coal_electricity;coal_prod_change_pct;coal_prod_change_twh;coal_prod_per_capita;coal_production;coal_share_elec;coal_share_energy;electricity_demand;electricity_generation;electricity_share_energy;energy_cons_change_pct;energy_cons_change_twh;energy_per_capita;energy_per_gdp;fossil_cons_change_pct;fossil_cons_change_twh;fossil_elec_per_capita;fossil_electricity;fossil_energy_per_capita;fossil_fuel_consumption;fossil_share_elec;fossil_share_energy;gas_cons_change_pct;gas_cons_change_twh;gas_consumption;gas_elec_per_capita;gas_electricity;gas_energy_per_capita;gas_prod_change_pct;gas_prod_change_twh;gas_prod_per_capita;gas_production;gas_share_elec;gas_share_energy;greenhouse_gas_emissions;hydro_cons_change_pct;hydro_cons_change_twh;hydro_consumption;hydro_elec_per_capita;hydro_electricity;hydro_energy_per_capita;hydro_share_elec;hydro_share_energy;low_carbon_cons_change_pct;low_carbon_cons_change_twh;low_carbon_consumption;low_carbon_elec_per_capita;low_carbon_electricity;low_carbon_energy_per_capita;low_carbon_share_elec;low_carbon_share_energy;net_elec_imports;net_elec_imports_share_demand;nuclear_cons_change_pct;nuclear_cons_change_twh;nuclear_consumption;nuclear_elec_per_capita;nuclear_electricity;nuclear_energy_per_capita;nuclear_share_elec;nuclear_share_energy;oil_cons_change_pct;oil_cons_change_twh;oil_consumption;oil_elec_per_capita;oil_electricity;oil_energy_per_capita;oil_prod_change_pct;oil_prod_change_twh;oil_prod_per_capita;oil_production;oil_share_elec;oil_share_energy;other_renewable_consumption;other_renewable_electricity;other_renewable_exc_biofuel_electricity;other_renewables_cons_change_pct;other_renewables_cons_change_twh;other_renewables_elec_per_capita;other_renewables_elec_per_capita_exc_biofuel;other_renewables_energy_per_capita;other_renewables_share_elec;other_renewables_share_elec_exc_biofuel;other_renewables_share_energy;per_capita_electricity;primary_energy_consumption;renewables_cons_change_pct;renewables_cons_change_twh;renewables_consumption;renewables_elec_per_capita;renewables_electricity;renewables_energy_per_capita;renewables_share_elec;renewables_share_energy;solar_cons_change_pct;solar_cons_change_twh;solar_consumption;solar_elec_per_capita;solar_electricity;solar_energy_per_capita;solar_share_elec;solar_share_energy;wind_cons_change_pct;wind_cons_change_twh;wind_consumption;wind_elec_per_capita;wind_electricity;wind_energy_per_capita;wind_share_elec;wind_share_energy
1835;Austria;2017;AUT;8797497;3,73238E+11;-13,17;-13,35;648,37;14,29;559,25;5,32;11,58;6,35;178,42;5,31;2,57;4160,05;45,25;200,57;2,16;;;;;12,11;20,44;74,37;67,42;27,27;2,26;12,41;47423,47;2,58;5,46;22,52;1872,37;16,37;31045,26;273,11;28,41;72,42;20,03;11,37;101,39;1242,05;11,31;10318,45;;;;;19,02;22,14;11,56;-7,17;-6,34;116,11;4358,15;38,29;11585,05;69,13;31,07;-8,51;-10,11;145,34;5815,07;51,05;16394,01;86,59;42,58;6,55;22,15;;0;0;0;0;0;0;0;11,58;8,18;159,07;429,34;3,7;16582,16;;;;;13,08;49,58;27,28;5,32;0;16,36;0,44;559,25;0;1790,11;11,58;0;15,55;7672,03;420,24;-8,51;-10,11;145,34;5815,07;51,05;16394,01;86,59;42,58;16,18;7,23;9,17;149,59;1,27;397,31;15,44;13,29;33,54;10,55;25,09;759,23;6,57;2002,17;21,25;7,12
1836;Austria;2018;AUT;8840518;3,82269E+11;11,42;4,08;658,24;18,37;558,06;5,33;7,58;8,05;179,58;-22,44;-4,28;3666,31;36,45;216,19;2,21;;;;;15,03;22,07;74,39;65,04;22,03;-4,11;-22,51;46195,03;2,08;-3,56;-17,59;1701,51;15,38;30244,26;272,31;23,32;72,52;-7,42;-16,49;100,29;1123,46;10,32;9830,15;;;;;19,12;25,35;11,19;-12,53;-7,31;99,58;4268,09;38,04;11264,06;71,32;30,28;-6,28;-4,52;156,22;5671,24;50,06;15950,39;92,08;42,48;9,35;13,36;;0;0;0;0;0;0;0;10,58;2,33;150,57;377,25;3,25;16763,19;;;;;20,37;36,29;16,18;5,33;0;3,21;0,32;558,06;0;1800,04;7,58;0;17,25;7357,35;413,13;-6,28;-4,52;156,22;5671,24;50,06;15950,39;92,08;42,48;15,07;7,53;4,25;167,29;1,46;443,02;6,05;15,43;-11,54;-9,54;30,55;683,27;6,03;1816,24;13,31;18,08
2430;Belgium;1993;BEL;10043738;2,8098E+11;;0;0;0;38,51;0,25;5,57;0;;-9,34;-14,42;9985,22;104,19;1637,02;16,3;-100;-4,22;0;0;27,19;29,44;72,31;70,08;13,07;-2,01;-15,26;62850,06;6,06;-2,36;-15,57;2767,03;28,04;50849,19;520,58;46,21;95,05;5,05;18,52;111,33;678,34;7,21;10966,56;-27,54;-0,12;19,27;0,49;20,57;24,22;;-33,33;-4,17;12,31;38,51;0,25;75,18;5,57;1,59;-14,59;-15,09;128,45;4233,39;42,44;12000,45;69,19;20,35;2,23;4,24;-11,39;-9,39;134,08;4175,14;42,33;11845,04;72,52;32,08;-11,27;-20,08;305,06;451,27;4,53;29900,22;;0;0;0;13,44;56,38;13,02;0,25;0;-8,24;-0,07;38,51;0;91,28;5,57;0;2,04;6985,02;634,03;-30,48;-0,33;10,17;62,58;0,51;155,04;12,08;4,07;;0;0;0;0;0;0;0;-12,51;-0,03;0,24;16,36;0,01;7,55;0,14;0,04
2431;Belgium;1994;BEL;10069182;2,9044E+11;;0;0;0;37,48;0,25;0,35;0;;15,08;15,27;10710,44;119,46;1691,34;17,38;;0;0;0;36,22;19,52;75,32;71,34;14,12;8,05;44,05;65944,56;6,46;8,19;38,27;2995,12;30,11;54317,29;559,25;45,26;88,02;6,15;10,03;121,36;826,18;8,27;11184,12;-82,16;-0,36;6,46;0,14;20,52;31,57;;36,22;4,32;1,23;35,16;0,35;111,09;8,11;2,34;-16,11;-10,02;118,43;4105,12;41,23;11643,05;70,14;27,38;4,38;9,44;-4,48;-14,37;119,31;4035,31;41,02;11462,22;71,39;23,03;9,11;28,37;333,43;493,01;5,26;32422,33;;0;0;0;19,32;51,53;13,02;0,25;0;0;0;37,48;0;88,12;0,35;0;1,58;7100,24;678,08;23,43;4,35;14,52;69,41;1,01;196,24;14,15;4,36;;0;0;0;0;0;0;0;12,5;0,03;0,27;16,33;0,01;12,43;0,14;0,04
2432;Belgium;1995;BEL;10095204;2,97777E+11;;0;0;0;42,38;0,32;7,15;0;;-12,08;-17,56;10209,31;117,29;1643,01;16,52;;0;0;0;22,47;20,14;77,59;73,52;18,01;4,57;11,32;66580,13;6,17;2,22;20,16;3124,03;31,49;54763,48;564,01;55,52;85,55;20,15;12,35;132,45;1008,4;10,18;12336,54;-100;-0,14;0;0;27,07;26,47;;-7,12;-0,24;16,39;44,19;0,34;99,04;7,42;2,29;16,41;6,56;125,39;4169,03;42,03;11832,04;59,48;29,45;4,07;9,06;14,22;3,17;122,48;4112,35;41,36;11624,16;60,17;24,39;-6,07;-4,17;329,26;482,03;5,19;32233,02;;0;0;0;14,35;54,34;1,25;0,32;0;31,02;4,03;42,38;0;109,23;7,15;0;2,32;7293,06;672,12;16,33;3,39;2,51;72,08;1,07;205,23;15,11;5,05;;0;0;0;0;0;0;0;0;0;0,27;16,31;0,01;12,36;0,14;0,04
2433;Belgium;1996;BEL;10123230;3,02933E+11;;0;0;0;40,23;0,31;6,53;0;;-8,56;-11,02;9744,14;106,28;1537,11;15,55;;0;0;0;31,35;26,19;79,33;75,14;25,29;9,33;53,42;70521,13;7,57;15,57;43,41;3101,12;31,24;58201,08;592,02;50,36;90,52;13,39;27,55;145,01;1096,58;11,01;13682,35;;0,22;4,59;0,22;24,53;19,39;;-29,29;-4,53;11,47;34,48;0,24;82,32;5,19;1,39;11,37;5,3;135,39;4345,21;43,9;12320,11;65,04;24,48;4,19;9,42;17,08;15,18;138,07;4285,02;43,34;12162,08;68,19;20,45;12,57;42,28;356,14;467,03;5,08;34805,38;;0;0;0;9,48;54,43;1,02;0,31;0;-5,01;-0,22;40,23;0;99,15;6,53;0;0,14;7430,52;727,41;-16,18;-5,18;13,13;60,18;0,56;173,44;12,25;4,03;;0;0;0;0;0;0;0;-12,51;-0,03;0,24;16,28;0,01;7,37;0,13;0,03
2434;Belgium;1997;BEL;10154876;3,14603E+11;;0;0;0;36,33;0,28;0,36;0;;-16,45;-15,05;9056,37;107,02;1354,29;14,15;;0;0;0;27,55;13,15;81,15;78,28;17,04;1,34;7,38;71028,44;6,53;-1,12;-8,05;2948,24;30,27;57611,45;599,38;43,54;82,39;-14,06;-12,16;132,45;1136,4;11,54;13004,29;-100;-0,22;0;0;27,38;23,07;;37,15;3,15;15,02;38,47;0,31;101,33;6,38;2,05;14,38;21,25;141,24;4739,58;48,01;13432,36;71,46;33,01;3,27;4,03;15,36;20,14;142,41;4679,33;47,41;13261,28;74,36;28,51;9,43;19,17;375,31;451,15;4,58;35551,46;;0;0;0;19,41;50,42;14,38;0,28;0;-12,42;-2,04;36,33;0;93,27;0,36;0;2,02;7672,42;725,22;17,33;1,11;14,23;60,25;0,6;186,49;1,17;0,25;;0;0;0;0;0;0;0;0;0;0,24;16,25;0,01;2,33;0,13;0,03
2435;Belgium;1998;BEL;10188541;3,21261E+11;;0;0;0;40,34;0,36;7,19;0;;-8,48;-8,05;8984,41;98,57;1404,21;14,19;;0;0;0;21,46;19,19;83,48;82,09;22,49;16,58;16,05;72190,17;6,49;17,28;19,06;3465,36;35,16;59096,06;603,04;55,51;82,27;18,02;21,59;154,44;1478,48;15,04;14208,13;;0;0;0;23,21;30,09;;36,01;4,08;1,15;42,38;0,39;126,58;7,55;2,36;-5,54;-3,02;138,23;4608,35;47,33;13085,55;59,49;18,13;1,39;12,05;-12,22;-11,47;146,34;4540,21;46,17;12872,19;60,03;30,33;7,29;5,12;380,43;582,26;6,33;35918,53;;0;0;0;10,44;61,42;3,26;0,36;0;39,05;4,28;40,34;0;119,59;7,19;0;2,36;8058,31;741,26;30,22;8,45;7,29;83,54;1,16;228,57;15,26;5,17;;0;0;0;0;0;0;0;37,5;0,09;0,33;16,21;0,01;6,13;0,12;0,04
2436;Belgium;1999;BEL;10224223;3,33156E+11;;0;0;0;63,03;0,5;0,6;0;;-12,38;-16,25;7845,32;82,32;975,21;10,34;;0;0;0;26,23;26,18;84,22;83,37;14,01;-11,53;-9,05;71426,19;5,12;-6,25;-23,39;3284,53;33,5;57567,36;595,04;43,02;89,51;19,06;22,36;154,46;1893,47;19,23;15111,45;;0;0;0;24,06;23,35;;-17,39;-2,22;1,08;37,14;0,34;108,22;6,48;2,18;10,32;14,34;152,57;4887,32;50,27;13874,24;72,38;25,49;1,25;1,09;8,58;9,33;140,26;4802,17;49,02;13613,21;71,18;19,49;-8,15;-12,13;366,32;431,24;4,33;34610,16;;0;0;0;8,14;55,38;10,43;0,5;0;40,42;7,17;63,03;0;168,21;0,6;0;3,37;8156,45;732,21;27,29;5,01;3,03;85,16;1,25;261,03;1,02;0,36;;0;0;0;0;0;0;0;21,02;0,06;0,38;16,18;0,01;4,16;0,12;0,05
2437;Belgium;2000;BEL;10264351;3,45737E+11;;0;0;0;63,52;0,57;11,28;0;283,26;20,45;16,52;8655,07;99,24;1270,05;13,32;;0;0;0;25,06;12,33;87,12;83,19;23,24;14,29;16,27;72426,46;2,15;11,19;15,57;3279,37;33,58;58808,34;611,02;40,56;84,04;0,52;13,22;159,23;1570,05;16,38;15132,46;;0,18;13,15;0,18;24,02;34,47;22,42;48,57;5,52;1,36;57,35;0,46;140,38;9,16;3,03;-6,36;-2,25;153,27;4798,23;49,21;13633,54;59,44;31,36;4,33;5,37;-13,34;-2,44;146,46;4707,07;48,16;13323,38;60,51;24,23;11,17;17,03;367,55;470,47;5,08;35036,19;;0;0;0;15,53;54,07;14,33;0,57;0;22,36;0,23;63,52;0;186,48;11,28;0;4,04;8066,18;748,48;35,44;9,51;6,41;106,56;1,05;325,55;5,28;7,13;;0;0;0;0;0;0;0;24,17;0,09;0,47;16,48;0,02;14,09;0,24;0,06
2438;Belgium;2001;BEL;10309249;3,49022E+11;;0;0;0;58,2;0,6;12,43;0;272,45;-16,26;-7,29;8194,43;91,54;967,03;10,34;;0;0;0;22,41;18,44;88,14;79,03;13,31;-14,33;-6,49;71475,5;3,51;-1,39;-9,55;3032,49;31,2;58480,18;616,47;40,08;94,38;-4,35;-15,47;159,16;1541,04;16,18;14885,34;-100;-0,18;0;0;21,09;33,35;20,43;-4,13;-1,05;5,56;43,08;0,44;126,07;0,56;2,56;-13,12;-19,55;149,12;4612,03;47,43;13000,19;60,32;21,02;9,11;16,23;-15,34;-21,24;141,02;4511,03;46,35;12678,07;73,47;29,12;1,53;13,21;365,36;540,22;5,48;35418,25;;0;0;0;22,09;49,54;16,06;0,6;0;6,46;1,33;58,2;0;198,18;12,43;0;4,19;7629,11;750,19;18,09;1,29;3,31;105,16;1,08;322,12;7,14;7,29;;0;0;0;0;0;0;0;131,25;1,01;1,49;4,28;0,04;19,04;0,51;0,15
2439;Belgium;2002;BEL;10355569;3,5572E+11;;0;0;0;77,48;1,12;1,29;0;258,34;-18,34;-12,58;7008,32;78,56;977,21;10,03;;0;0;0;18,32;23,33;88,53;81,34;20,53;-7,39;-9,24;70844,32;3,02;-15,26;-14,42;3142,14;32,44;57679,59;602,05;41,19;88,15;6,47;19,49;163,25;1735,42;18,27;15302,58;;0;0;0;23,18;30,46;21,31;-24,07;-4,05;1,51;46,44;0,36;101,47;7,25;2,23;6,25;5,17;138,49;4683,47;48,5;13155,34;74,21;27,25;7,59;17,33;5,01;17,29;142,51;4579,25;47,36;12819,02;66,32;19,25;6,58;9,47;375,23;444,51;4,54;35408,43;;0;0;0;15,09;65,16;7,02;1,12;0;32,51;6,36;77,48;0;226,15;1,29;0;5,14;7817,24;740,54;6,26;3,29;11,39;111,26;1,14;352,11;7,48;0,48;;0;0;0;0;0;0;0;54,54;0,58;2,46;18,14;0,06;17,06;1,14;0,23
2440;Belgium;2003;BEL;10402550;3,58964E+11;;0;0;0;93,12;1,26;1,29;0;276,36;-7,29;-8,07;6746,58;70,49;937,36;10,04;;0;0;0;19,55;12,17;90,38;83,57;18,26;17,07;31,36;73230,22;4,02;17,46;41,46;3372,59;35,39;60191,38;626,13;55,29;85,23;14,51;10,34;179,06;2083,15;22,01;16227,44;;0;0;0;39,19;24,24;22,29;-37,29;-5,34;11,56;24,33;0,25;82,21;4,59;1,34;2,31;-10,09;144,21;4670,09;48,58;13031,47;60,11;30,17;6,41;9,04;0,04;-13,17;145,13;4564,52;47,38;12675,09;67,35;22,11;16,29;34,12;393,56;367,47;4,14;37248,15;;0;0;0;11,55;64,23;14,16;1,26;0;32,23;7,14;93,12;0;278,25;1,29;0;5,59;8043,07;772,31;16,25;3,09;14,47;120,56;1,2;356,38;8,16;8,07;;0;0;0;0;0;0;0;60,26;1,29;4,15;18,52;0,09;32,53;1,48;0,34
2441;Belgium;2004;BEL;10456164;3,72527E+11;;0;0;0;106,43;1,04;5,14;0;264,11;-22,28;-18,55;6234,07;67,34;876,22;9,15;;0;0;0;11,35;16,41;90,7;83,32;15,51;6,25;17,29;73129,54;2,53;8,03;3,25;3265,11;34,11;60183,32;631,36;43,16;86,43;16,06;6,34;172,28;1925,33;20,04;16438,15;;0;0;0;26,48;29,59;21,58;28,34;3,17;15,13;40,04;0,32;93,03;6,26;1,59;0,49;-1,36;142,44;4668,06;49,21;12962,04;72,24;28,57;8,18;17,38;-2,21;-1,25;143,48;4534,04;47,31;12513,01;57,55;17,11;4,35;15,46;394,02;478,56;5,32;37508,57;;0;0;0;20,33;55,43;3,31;1,04;0;21,03;9,35;106,43;0;316,59;5,14;0;7,13;7930,25;765,02;34,47;15,29;14,36;150,36;1,5;449,03;14,29;10,06;;0,03;0,03;0;0;4,36;0;0;67,04;2,34;6,49;19,29;0,14;41,14;2,49;0,54
2442;Belgium;2005;BEL;10516979;3,8085E+11;;0;0;0;154,04;1,59;15,51;0;263,49;-9,57;-9,49;5696,55;73,26;790,32;8,2;;0;0;0;10,15;22,18;90,4;84,1;12,58;-2,52;-16,22;71910,01;17,25;-11,48;-16,09;3270,35;34,39;58851,45;631,07;54,52;94,57;-12,54;-17,45;183,35;2049,13;21,5;16063,48;;0;0;0;34,25;27,42;21,49;-11,28;-1,29;13,45;36,34;0,29;84,53;5,45;1,49;14,48;15,27;142,31;4736,42;50,11;13058,16;60,48;20,43;6,3;22,09;9,58;-0,05;142,58;4526,14;47,6;12449,15;65,59;21,56;-9,05;-4,15;405,26;460,46;5,09;37091,05;;0;0;0;14,37;60,37;6,16;1,59;0;58,27;13,45;154,04;0;492,11;15,51;0;11,11;8005,53;757,58;51,21;16,17;15,13;210,28;2,11;623,1;10,29;14,27;0;0;0,03;0;0;4,32;0;0;73,19;4,01;1,05;35,29;0,23;74,24;4,33;1,26
2443;Belgium;2006;BEL;10582970;3,90898E+11;;0;0;0;221,56;2,23;13,24;0;254,08;-6,18;-13,09;5586,06;60,17;651,26;7,25;;0;0;0;12,06;20,11;93,23;83,07;18,14;4,41;4,03;71651,49;2,34;7,52;17,22;3172,23;33,46;58748,05;632,48;44,39;97,34;17,33;19,54;187,49;2091,27;22,39;16431,02;;0;0;0;33,52;37,33;21,11;34,53;3,17;1,22;34,17;0,36;104,43;7,13;2,15;-3,29;-13,18;144,53;4688,12;50,01;12903,39;71,01;18,06;10,16;24,58;-17,36;-9,56;133,01;4408,26;47,05;12043,14;58,37;29,17;-5,19;-5,04;400,23;436,55;5,02;36746,19;;0;0;0;14,22;55,29;8,43;2,23;0;54,37;2,27;221,56;0;671,14;13,24;0;15,37;7855,43;762,01;42,51;12,18;11,51;290,35;3,36;876,06;12,23;1,21;100;0,03;0,06;0;0;8,58;0;0,01;64,53;6,31;1,41;50,02;0,37;104,45;7,25;2,17
2444;Belgium;2007;BEL;10653698;4,04736E+11;;0;0;0;244,47;2,6;3,04;0;257,21;-18,16;-5,09;5073,57;69,27;612,01;6,47;;0;0;0;14,55;8,11;93,34;86,56;26,12;11,29;8,48;71667,44;15,46;0,16;1,38;3273,46;35,24;58369,49;634,26;40,25;88,25;12,28;6,01;175,19;2325,29;25,06;16445,18;;0;0;0;36,09;37,47;21,19;13,57;1,18;1,1;46,07;0,39;107,05;7,31;2,24;8,26;5,13;152,03;4864,52;52,12;13298,01;60,15;27,15;7,18;11,24;9,32;11,17;144,18;4528,06;48,23;12296,18;66,59;17,14;1;17,46;402,29;351,56;4,11;36866,09;;0;0;0;8,46;58,07;8,3;2,6;0;30,14;4,17;244,47;0;779,47;3,04;0;2,27;8138,38;770,49;19,29;11,34;23,25;336,46;3,49;1017,22;4,32;7,55;200;0,11;0,17;15,39;0,01;10,52;0,12;0,02;36,33;5,47;7,28;61,33;0,49;135,17;9,26;3,02
2445;Belgium;2008;BEL;10726720;4,08315E+11;;0;0;0;310,44;3,33;4,21;0;240,43;-5,02;-11,11;4976,37;58,16;517,4;5,55;;0;0;0;17,42;20,33;93,41;83,21;12,16;11,06;16,25;72332,06;1,9;15,13;23,06;3069,49;33,22;59601,02;641,52;49,33;88,36;-11,11;-3,56;174,14;2257,58;24,11;16230,46;;0;0;0;30,55;29,12;20,31;11,38;0,52;3,32;41,42;0,41;113,47;8,15;2,29;-3,34;-6,41;145,22;4665,25;50,39;12731,16;66,07;27,04;10,6;16,48;-13,34;-23,23;136,35;4248,27;45,57;11455,43;55,03;16,24;18,53;22,32;425,01;303,51;3,16;38409,13;;0;0;0;16,36;54,31;20,27;3,33;0;28,38;7,27;310,44;0;1001,29;4,21;0;1,37;7735,14;787,14;38,16;16,42;24,27;412,55;4,42;1291,13;10,38;13,44;600;1,41;1,58;15,09;0,04;11,03;0,48;0,15;41,15;6,42;2,19;70,04;1,04;180,34;12,53;3,51
2446;Belgium;2009;BEL;10801357;3,99533E+11;;9,45;144,22;9,45;376,35;4,35;10,46;3,33;246,25;-44,42;-34,11;3190,45;39,45;488,29;5,18;;0;0;0;17,57;17,18;88,22;90,06;19,41;-8,12;-73,45;66274;14,12;-21,04;-70,44;3433,15;37;52871,25;571,08;45,27;91,46;16,32;13,06;187,21;2723,33;29,25;16273,57;;0;0;0;42,23;24,55;22,29;-20;-3,56;15,16;39,12;0,33;97,25;6,08;2,08;14,43;12,39;158,01;4880,13;53,06;13418,15;70,13;23,54;-2,24;-3,35;4,03;14,14;135,09;4382,13;47,22;11716,33;63,06;28,18;-18,04;-65,19;375,22;252,33;2,57;33422,24;;0;0;0;16,26;56,59;22,06;4,35;0;28,24;17,19;376,35;0;1168,17;10,46;0;13,41;8301,21;729,09;67,32;14,05;22,52;504,04;5,44;1701,42;7,07;11,15;298,58;5,46;7,44;27,19;0,17;43,32;0,19;1,05;61,58;16,32;15,02;101,55;1,39;265,38;2,44;6,29
2447;Belgium;2010;BEL;10877948;4,12204E+11;175,08;12,12;385,12;6,17;403,05;4,38;15,56;9,01;253,45;41,48;13,15;4010,35;43,6;387,42;4,2;;0;0;0;12,42;16,41;93,42;93,27;26,56;19,47;62,32;70302,21;15,15;11,48;51,16;3531,38;38,39;56332,41;622,24;46,37;81,51;16,53;22,59;194,04;2836,34;31,24;17852,24;;0;0;0;36,28;31,14;22,54;-18,38;-0,05;14,26;36,18;0,31;89,09;5,34;1,53;13,52;11,16;153,38;5012,57;54,48;13985,22;69,03;33,49;0,55;9,49;9,49;3,27;138,36;4408,21;48,34;11739,35;61,21;27,38;17,56;15,01;390,23;323,02;3,35;34485,23;;0;0;0;13,07;49,35;18,19;4,38;0;13,11;11,53;403,05;0;1323,02;15,56;0;15,25;8544,36;776,01;64,16;6,11;30,42;604,36;6,54;2247,13;7,42;6,11;242,49;2,31;10,14;51,48;0,56;156,48;10,03;3,23;40,59;13,25;12,46;127,49;1,29;340,02;7,29;7,49
2448;Belgium;2011;BEL;10955742;4,20971E+11;-1,12;-0,46;379,24;5,31;432,09;5,03;8,19;9,33;229,52;-19,12;-11,12;3759,19;41,49;327,42;3,48;;0;0;0;18,08;17,32;91,59;89,05;21,03;-17,26;-53,09;65135,18;12,35;-10,51;-68,37;2973,34;32,51;50823,25;569,26;44,28;78,29;-28,02;-28,8;165,24;2322,07;25,44;15090,23;;0;0;0;37,28;25,36;19,56;-39,59;-5,25;9,01;22,15;0,2;54,53;3,45;1,16;8,17;15,28;169,06;5172,44;56,54;14323,49;71,12;37,11;2,54;14,53;10,05;-0,11;138,25;4406,18;48,23;11663,56;56,41;31,53;-14,44;-31,46;358,37;338,22;3,59;32008,47;;0;0;0;4,31;49,12;28,27;5,03;0;8,25;10,08;432,09;0;1372,21;8,19;0;3,23;8130,38;722,52;15,39;15,39;30,41;766,26;8,31;2659,53;14,32;5,18;109,15;12,11;6,45;119,13;1,17;299,54;6,14;7,32;93,47;15,12;12,18;224,08;2,31;584,41;11,54;14,54
2449;Belgium;2012;BEL;11031140;4,21101E+11;-4,32;-0,05;371,36;4,41;475,19;5,24;13,16;0,59;244,19;-18,33;-8,26;3518,24;49,03;312,12;3,39;;0;0;0;6,44;15,45;91,36;81,42;23,04;-4,17;-39,09;62090,16;11,27;-8,04;-15,43;2787,58;31,02;49292,25;553,44;47,07;85,13;6,07;2,16;167,4;2147,18;23,57;15178,42;;0;0;0;43,49;31,21;19,12;84,23;7,18;16,19;42,35;0,36;100,17;7,22;2,23;-18,24;-23,26;141,28;4607,25;50,8;12813,26;68,33;30,27;10,34;11,28;-23,39;-32,03;106,22;3658,28;40,29;9613,54;57,04;22,59;-14,31;-27,36;346,41;344,08;4,06;30611,05;;0;0;0;12,15;53,47;29,02;5,24;0;26,45;16,16;475,19;0;1527,04;13,16;0;2,45;7395,23;699,24;20,26;8,37;39,18;964,37;10,51;3199,31;27,08;7,28;95,27;13,05;6,29;209,03;2,15;548,14;12,41;1,26;24,47;4,08;16,26;253,21;3,16;686,26;3,39;2,45
2450;Belgium;2013;BEL;11103260;4,21204E+11;-2,16;-0,44;360,39;19,38;453,02;5,03;8,34;0,57;208,02;18,27;6,05;3688,47;55,08;272,32;3,01;;0;0;0;14,23;18,48;91,37;82,13;19,29;10,03;17,06;63224,19;12,06;10,12;15,15;2465,42;27,37;49726,02;553,19;41,08;88,52;-4,57;-2,07;165,33;1878,24;20,8;14893,42;;0;0;0;25,45;32,14;17;13,23;0,57;1,36;37,44;0,38;97,35;7,45;2,28;12,48;17,31;163,11;4896,26;54,36;13498,19;74,32;26,48;10,04;19,11;6,23;13,25;119,47;3845,13;43,04;10052,34;54,52;29,49;9,27;8,26;359,01;330,27;3,56;31159,12;;0;0;0;9,56;49,27;17,36;5,03;0;-5,28;-11,26;453,02;0;1460,38;8,34;0;6,53;7375,01;702,33;8,09;4,06;43,24;1064,06;12,12;3461,25;14,34;5,46;24,31;6,16;10,26;249,48;3,04;664,39;3,23;1,27;45,44;9,03;25,29;338,54;4,07;909,15;4,49;8,03
2451;Belgium;2014;BEL;11176727;4,28583E+11;21,49;13,24;438,56;17,21;394,57;4,41;9,37;12,18;230,57;-3,19;-4,55;3558,47;50,13;202,36;2,09;;0;0;0;17,46;7,35;88,54;71,34;12,36;-11,34;-51,58;58243,19;9,39;-8,48;-42,25;2246,55;25,03;46825,29;526,34;39,43;86,27;-12,52;-20,7;145,03;1736,21;19,34;12944,42;;0;0;0;31,22;25,41;15,32;-24,45;-4,04;13,12;40,47;0,29;83,46;6,49;2,02;-14,44;-25,13;137,58;4117,43;46,31;11433,27;75,57;29,13;17,6;33,38;-36,07;-38,11;97,16;3018,14;33,7;7840,55;55,25;20,41;-2,04;-7,33;353,11;323,38;3,6;30337,43;;0;0;0;6,15;52,07;16,06;4,41;0;-15,58;-2,37;394,57;0;1278,17;9,37;0;2,17;6348,58;664,32;11,31;12,58;40,42;1099,29;12,21;3592,33;20,32;8,32;11,44;10,13;20,39;267,33;3,29;709,03;5,14;4,21;40,29;10,35;20,23;418,59;5,02;1129,31;14,33;16,21
2452;Belgium;2015;BEL;11248306;4,34919E+11;-45,47;-14,22;277,13;3;504,03;5,5;9,14;7,36;254,56;-7,49;-15,32;3446,17;50,21;184,28;2,07;;0;0;0;3,39;19,53;89,12;68,12;20,28;1,01;15,31;58450,32;9,32;4,22;23,21;2451,36;27,57;48493,05;549,55;47,53;97,42;18,49;27,29;166,19;1967,28;22,02;14105,21;;0;0;0;37,25;25,48;17,13;24,06;1,06;14,17;35,29;0,32;79,49;0,47;0,13;-15,56;-15,51;114,28;3620,27;40,55;9973,07;67,47;17,58;21;32,24;-22,55;-22,41;74,34;2325,49;26,1;6010,15;43,15;10,26;13,38;11,24;348,55;309,38;3,48;30957,08;;0;0;0;6,49;67,41;26,54;5,5;0;24,55;10,48;504,03;0;1567,08;9,14;0;13,16;6056,23;664,23;11,43;14,51;55,33;1294,38;14,45;3973,33;24,33;19,18;19,57;6,52;11,51;272,41;3,06;743,41;12,12;5,12;32,52;10,27;15,11;498,06;5,57;1341,59;10,57;6,43
