;country;year;iso_code;population;gdp;cement_co2;cement_co2_per_capita;co2;co2_growth_abs;co2_growth_prct;co2_including_luc;co2_including_luc_growth_abs;co2_including_luc_growth_prct;co2_including_luc_per_capita;co2_including_luc_per_gdp;co2_including_luc_per_unit_energy;co2_per_capita;co2_per_gdp;co2_per_unit_energy;coal_co2;coal_co2_per_capita;consumption_co2;consumption_co2_per_capita;consumption_co2_per_gdp;cumulative_cement_co2;cumulative_co2;cumulative_co2_including_luc;cumulative_coal_co2;cumulative_flaring_co2;cumulative_gas_co2;cumulative_luc_co2;cumulative_oil_co2;cumulative_other_co2;energy_per_capita;energy_per_gdp;flaring_co2;flaring_co2_per_capita;gas_co2;gas_co2_per_capita;ghg_excluding_lucf_per_capita;ghg_per_capita;land_use_change_co2;land_use_change_co2_per_capita;methane;methane_per_capita;nitrous_oxide;nitrous_oxide_per_capita;oil_co2;oil_co2_per_capita;other_co2_per_capita;other_industry_co2;primary_energy_consumption;share_global_cement_co2;share_global_co2;share_global_co2_including_luc;share_global_coal_co2;share_global_cumulative_cement_co2;share_global_cumulative_co2;share_global_cumulative_co2_including_luc;share_global_cumulative_coal_co2;share_global_cumulative_flaring_co2;share_global_cumulative_gas_co2;share_global_cumulative_luc_co2;share_global_cumulative_oil_co2;share_global_cumulative_other_co2;share_global_flaring_co2;share_global_gas_co2;share_global_luc_co2;share_global_oil_co2;share_global_other_co2;share_of_temperature_change_from_ghg;temperature_change_from_ch4;temperature_change_from_co2;temperature_change_from_ghg;temperature_change_from_n2o;total_ghg;total_ghg_excluding_lucf;trade_co2;trade_co2_share
15731;Finland;2011;FIN;5388173;"2,07E+11";"9,18";"1,44";"66,38";"-14,23";"-21,15";"84,02";"-20,59";"-20,48";"18,22";"5,47";"3,25";"18,32";"4,34";"2,42";"25,19";"11,49";"81,47";"15,03";"5,41";"45,53";"2776,35";"5866,33";"1088,33";"13,39";"197,45";"3274,26";"1431,11";"22,11";"64954,57";"2,09";"1,28";"0,16";"11,12";"6,46";"21,12";"12,31";"17,24";"15,31";"5,48";"1,17";"6,01";"1,41";"35,42";"4,41";"2,47";"14,59";"364,23";"0,41";"2,44";"3,01";"2,43";"2,25";"3,22";"4,36";"2,46";"0,12";"1,46";"7,16";"4,54";"5,14";"0,24";"1,54";"0,29";"3,29";"5,27";"3,55";"0,01";"0,02";"0,03";0;"19,24";"68,03";"15,09";"25,24"
15732;Finland;2012;FIN;5413865;"2,04E+11";"8,17";"1,32";"53,26";"-13,12";"-20,37";"74,35";"-9,27";"-18,47";"13,52";"5,21";"3,13";"16,27";"4,11";"0,15";"28,52";"13,19";"79,44";"20,37";"5,32";"44,07";"2835,16";"5941,08";"1115,43";"15,21";"211,26";"3295,35";"1465,19";"35,57";"62893,29";"12,08";"1,42";"0,19";"13,41";"4,14";"18,28";"10,41";"21,09";"13,05";"5,47";"1,01";"6,04";"1,42";"34,08";"10,12";"2,32";"13,45";"347,39";"0,36";"2,26";"2,43";"2,12";"0,14";"0,2";"4,34";"2,45";"0,12";"1,45";"7,15";"4,52";"5,14";"0,27";"1,39";"0,27";"3,26";"4,58";"3,54";"0,01";"0,02";"0,03";0;"14,05";"62,38";"26,18";"40,11"
15733;Finland;2013;FIN;5438873;"2,03E+11";"8,02";"1,29";"62,55";"9,29";"2,52";"68,14";"9,19";"14,59";"20,25";"5,36";"3,19";"17,28";"4,15";"2,31";"26,58";"18,27";"74,18";"15,46";"5,28";"46,32";"2882,31";"6009,22";"1129,28";"2,34";"206,21";"3316,34";"1485,38";"35,11";"62859,36";"12,27";"1,19";"0,15";"7,04";"2,55";"19,57";"12,53";"20,59";"18,37";"5,34";"16,22";"6,14";"1,55";"35,58";"7,19";"2,44";"14,54";"354,21";"0,33";"2,27";"0,17";"2,22";"2,15";"3,19";"4,32";"2,44";"0,12";"1,45";"7,14";"0,29";"5,13";"0,21";"1,33";"5,35";"3,17";"5,04";"3,52";"0,01";"0,02";"0,03";0;"14,43";"63,15";"27,03";"37,45"
15734;Finland;2014;FIN;5461436;"2,01E+11";"7,49";"1,26";"57,19";"-5,36";"-8,32";"73,12";"-10,42";"-5,09";"12,22";"5,21";"3,16";"19,59";"3,57";"2,24";"24,25";"11,58";"68,28";"15,11";"5,05";"54,21";"2927,23";"6066,55";"1151,25";"2,24";"214,22";"3332,27";"1499,59";"32,58";"60394,58";"11,38";"1,24";"0,15";"11,32";"16,27";"22,26";"16,06";"31,33";"4,41";"5,21";"15,54";"6,24";"2,09";"30,02";"18,44";"2,28";"13,28";"342,43";"0,31";"2,14";"2,39";"2,09";"2,11";"3,17";"0,27";"2,44";"0,13";"1,44";"7,13";"4,47";"5,11";"0,22";"1,21";"5,25";"3,05";"4,24";"3,51";"0,01";"0,02";"0,03";0;"10,41";"59,09";"26,49";"29,04"
15735;Finland;2015;FIN;5479457;"2,02E+11";"7,42";"1,24";"47,06";"-10,13";"-10,29";"68,07";"-5,05";"-9,26";"17,22";"5,09";"0,19";"9,04";"3,39";"2,14";"30,01";"4,13";"57,03";"10,06";"4,33";"46,23";"2971,16";"6135,01";"1165,46";"4,13";"230,26";"3337,48";"1527,21";"28,27";"60038,17";"11,29";"1,49";"0,02";"16,03";"14,22";"11,16";"5,27";"21,01";"8,18";"5,13";"15,36";"6,22";"2,02";"27,22";"18,02";"2,02";"11,09";"342,53";"0,32";"2,05";"2,32";"1,55";"2,07";"3,16";"4,28";"2,43";"0,13";"1,43";"7,13";"4,45";"5,08";"0,28";"0,07";"5,23";"0,18";"0,22";"0,23";"0,01";"0,02";"0,03";0;"7,34";"55,21";"25,37";"36,32"
15736;Finland;2016;FIN;5495217;"2,05E+11";"9,13";"1,41";"51,08";"4,02";"7,33";"69,49";"17,22";"9,12";"12,52";"5,24";"3,18";"17,58";"3,51";"2,21";"28,58";"9,35";"58,46";"16,32";"4,39";"55,36";"3022,24";"6188,07";"1194,44";"5,57";"222,13";"3356,29";"1549,19";"25,55";"60799,57";"11,33";"1,44";"0,19";"7,27";"12,46";"18,56";"27,08";"34,21";"10,34";"5,02";"15,14";"6,15";"1,46";"37,38";"6,54";"2,23";"13,07";"335,23";"0,37";"2,13";"2,45";"0,13";"2,03";"3,14";"4,26";"2,42";"0,13";"1,42";"7,13";"4,43";"5,06";"0,28";"0,06";"6,53";"3,11";"4,22";"3,48";"0,01";"0,02";"0,03";0;"71,33";"57,9";"23,18";"34,25"
15737;Finland;2017;FIN;5508146;"2,11E+11";"10,04";"0,11";"54,54";"-11,54";"-5,49";"66,59";"-2,49";"-4,16";"27,33";"5,13";"3,22";"9,47";"3,31";"2,16";"18,27";"4,42";"55,48";"11,12";"4,23";"46,24";"3077,18";"6256,09";"1213,11";"8,23";"224,19";"3384,15";"1574,51";"37,53";"59418,36";"10,08";"2,27";"0,27";"17,46";"11,46";"25,32";"18,23";"27,45";"17,46";"4,9";"1,29";"5,8";"1,53";"25,32";"4,33";"0,13";"11,58";"330,36";"0,04";"2,04";"2,43";"1,58";"0,12";"3,13";"4,24";"2,41";"0,14";"0,1";"7,13";"4,41";"5,04";"0,38";"0,55";"7,49";"3,02";"3,57";"3,47";"0,01";"0,02";"0,03";0;"68,21";"55,04";"23,46";"28,05"
15738;Finland;2018;FIN;5515465;"2,15E+11";"10,02";"1,49";"46,13";"2,16";"2,41";"68,35";"2,29";"10,47";"18,32";"5,19";"3,25";"12,51";"3,33";"2,17";"32,22";"7,09";"71,28";"18,12";"0,27";"60,02";"3118,48";"6329,59";"1229,54";"9,54";"235,11";"3400,54";"1597,34";"33,14";"60530,44";"10,16";"1,31";"0,16";"10,52";"0,8";"10,19";"13,05";"23,02";"5,41";"5,15";"14,21";"6,23";"1,57";"22,43";"19,37";"0,12";"11,01";"347,01";"0,38";"2,04";"2,46";"2,02";"1,57";"3,11";"4,23";"0,16";"0,14";"1,39";"7,13";"4,39";"5,01";"0,22";"0,59";"8,48";"0,18";"3,38";"3,46";"0,01";"0,02";"0,03";0;"70,17";"56,2";"14,18";"35,04"
15928;France;1993;FRA;57053728;"1,67E+12";"17,52";"2,31";"394,38";"-24,19";"-16,18";"379,15";"-34,52";"-16,21";"16,27";"3,46";"2,13";"19,28";"3,52";"2,16";"63,45";"2,45";"512,27";"22,03";"5,02";"489,42";"28685,26";"24548,05";"17679,53";"83,39";"1285,11";"-3835,15";"9163,13";"30,46";"49955,12";"12,43";"7,39";"1,14";"81,41";"1,19";"17,09";"10,03";"-15,23";"-3,01";"70,15";"1,23";"60,29";"1,57";"243,08";"4,21";"1,18";"11,53";"2855,09";"10,19";"12,44";"6,54";"12,21";"11,21";"7,32";"11,11";"16,36";"12,42";"7,45";"-9,47";"4,22";"12,31";"14,22";"12,09";"-3,21";"12,06";"3,09";"12,08";"0,04";"0,12";"0,17";"0,01";"463,46";"488,16";"117,49";"43,54"
15929;France;1994;FRA;57230064;"1,71E+12";"20,55";"2,33";"390,36";"-19,42";"-13,36";"378,01";"-16,54";"-2,09";"13,54";"3,36";"2,12";"17,07";"3,43";"2,16";"73,34";"2,19";"497,55";"18,03";"4,47";"494,58";"29060,22";"24910,27";"17737,49";"80,01";"1359,46";"-3831,07";"9403,34";"31,16";"49187,34";"11,43";"12,02";"1,18";"74,35";"3,59";"15,03";"23,38";"-12,35";"-3,14";"70,17";"4,46";"61,06";"2,07";"234,38";"5,35";"1,23";"5,13";"2814,17";"9,11";"11,57";"5,46";"12,02";"9,59";"6,51";"11,05";"4,16";"13,04";"7,55";"-9,43";"4,06";"14,26";"8,04";"11,44";"-3,12";"10,53";"5,06";"11,56";"0,04";"0,12";"0,17";"0,01";"458,13";"482,04";"122,58";"29,32"
15930;France;1995;FRA;57420356;"1,75E+12";"18,35";"0,15";"393,37";"18,41";"5,39";"379,45";"17,24";"13,09";"14,23";"3,33";"0,13";"7,13";"3,41";"2,14";"76,53";"2,35";"503,11";"20,24";"4,47";"513,33";"29453,59";"25290,11";"17798,59";"90,02";"1422,19";"-3846,01";"9630,15";"34,34";"50179,38";"11,47";"10,02";"1,16";"78,13";"4,15";"17,06";"10,03";"-13,51";"-3,47";"71,06";"4,51";"62,28";"2,18";"237,56";"6,08";"1,25";"18,58";"2896,14";"7,28";"11,43";"1,28";"11,54";"8,35";"3,19";"10,59";"14,44";"13,23";"8,04";"-0,58";"3,05";"16,06";"6,36";"2,03";"-3,51";"10,58";"5,11";"11,44";"0,04";"0,12";"0,17";"0,01";"466,4";"490,7";"125,14";"44,16"
15931;France;1996;FRA;57623180;"1,77E+12";"15,16";"2,26";"416,53";"23,16";"8,13";"398,28";"18,43";"9,29";"18,41";"0,22";"0,13";"22,32";"3,47";"2,15";"69,16";"3,12";"513,58";"20,37";"4,44";"513,09";"29855,12";"25673,02";"17868,17";"87,14";"1491,18";"-3864,26";"9887,49";"36,04";"51856,36";"12,24";"12,51";"1,19";"87,21";"6,14";"22,18";"15,16";"-18,25";"-3,51";"71,16";"4,55";"64,15";"2,53";"246,19";"7,57";"1,23";"5,19";"2988,01";"6,28";"12,01";"5,48";"12,03";"7,14";"5,31";"10,53";"13,49";"1,22";"8,17";"-9,37";"3,35";"1,05";"5,53";"13,03";"-3,42";"10,57";"4,38";"11,33";"0,03";"0,12";"0,17";"0,01";"486,13";"510,44";"112,45";"29,04"
15932;France;1997;FRA;57839364;"1,82E+12";"9,51";"0,14";"403,32";"-13,21";"-14,52";"382,55";"-15,33";"-8,51";"15,33";"3,29";"2,09";"19,58";"3,38";"2,14";"64,29";"1,58";"490,38";"15,52";"0,27";"518,3";"30258,45";"26055,55";"17932,46";"99,09";"1569,05";"-3885,02";"10115,6";"41,05";"50966,51";"11,22";"11,56";"1,17";"75,05";"5,57";"19,04";"12,03";"-20,37";"-4,25";"70,34";"4,36";"63,52";"2,38";"242,11";"6,59";"1,26";"5,01";"2953,49";"4,47";"11,21";"4,13";"11,22";"5,52";"4,53";"10,46";"12,56";"13,56";"8,28";"-9,33";"3,19";"3,08";"5,28";"12,39";"-3,25";"9,55";"5,55";"11,21";"0,03";"0,13";"0,18";"0,01";"477,19";"501,1";"102,46";"23,9"
15933;France;1998;FRA;58080344;"1,88E+12";"19,26";"0,15";"429,05";"25,33";"15,06";"407,55";"18,42";"18,05";"20,23";"3,32";"2,12";"9,07";"0,22";"2,17";"74,45";"4,46";"523,57";"20,59";"4,31";"542,26";"30672,08";"26463,51";"17991,51";"94,02";"1658,14";"-3890,32";"10370,08";"46,48";"51919,17";"11,01";"10,33";"1,16";"89,09";"6,22";"23,04";"16,05";"-21,09";"-4,25";"70,57";"4,35";"56,34";"1,37";"260,49";"8,27";"1,27";"5,43";"3029,28";"6,19";"12,41";"6,07";"13,35";"3,1";"4,18";"10,41";"12,08";"14,11";"8,38";"-0,57";"3,04";"4,19";"6,05";"12,52";"-4,09";"10,25";"6,46";"11,11";"0,03";"0,13";"0,18";"0,02";"493,22";"517,14";"110,32";"25,54"
15934;France;1999;FRA;58352208;"1,95E+12";"14,26";"2,24";"412,37";"-10,55";"-6,25";"394,23";"-16,45";"-4,15";"18,29";"3,22";"2,08";"8,07";"3,31";"2,14";"70,54";"3,16";"516,09";"21,15";"4,23";"541,13";"31074,37";"26855,01";"18062,46";"99,26";"1732,41";"-3917,31";"10619,41";"50,14";"52581,24";"10,33";"5,24";"0,07";"90,07";"7,21";"19,45";"12,48";"-26,59";"-5,18";"71,08";"4,31";"52,02";"14,45";"249,32";"8,12";"1,24";"19,06";"3071,28";"4,35";"12,01";"5,37";"12,28";"3,27";"3,44";"10,35";"3,5";"14,22";"1,47";"-9,28";"18,28";"5,19";"4,57";"13,34";"-5,09";"9,28";"5,58";"11,01";"0,03";"0,13";"0,18";"0,02";"484,03";"508,38";"113,39";"31,29"
15935;France;2000;FRA;58665456;"2,03E+12";"17,21";"2,26";"414,28";"-19,22";"-8,02";"400,45";"-21,46";"-13,44";"15,55";"0,19";"2,05";"21,29";"0,2";"2,11";"74,55";"2,58";"522,51";"22,11";"4,16";"558,34";"31489,05";"27240,08";"18137,39";"107,13";"1818,29";"-3931,14";"10862,02";"67,49";"52975,54";"9,49";"7,47";"1,12";"85,48";"8,14";"18,32";"11,37";"-29,23";"-5,34";"73,37";"5,04";"49,49";"14,04";"242,21";"5,17";"1,22";"17,35";"3112,09";"4,07";"10,54";"5,13";"11,52";"17,54";"3,08";"10,29";"10,31";"14,33";"9,02";"-9,26";"18,09";"6,11";"4,37";"13,58";"-6,05";"7,27";"5,46";"10,51";"0,03";"0,13";"0,18";"0,02";"482,03";"506,38";"124,03";"28,13"
15936;France;2001;FRA;59014776;"2,08E+12";"18,55";"2,27";"411,16";"12,29";"2,49";"394,24";"9,19";"6,28";"15,41";"3,07";"2,03";"22,05";"3,18";"2,11";"56,02";"15,49";"531,12";"21,11";"0,25";"561,49";"31900,23";"27618,51";"18193,59";"103,14";"1911,32";"-3963,47";"11114,38";"66,42";"53312,19";"9,34";"7,08";"1,11";"93,03";"9,16";"19,08";"16,14";"-32,33";"-6,24";"73,23";"5,01";"50,23";"14,11";"252,38";"7,43";"1,18";"14,33";"3145,42";"3,28";"11,01";"5,25";"10,05";"16,43";"18,15";"10,24";"9,42";"14,44";"9,16";"-9,25";"17,54";"6,54";"5,07";"15,17";"-7,29";"8,46";"4,51";"10,41";"0,03";"0,13";"0,18";"0,02";"445,8";"511,55";"119,55";"29,42"
15937;France;2002;FRA;59372784;"2,11E+12";"18,43";"2,26";"413,11";"-13,45";"-2,56";"389,19";"-20,45";"-9,51";"13,21";"3,01";"2,03";"20,05";"3,13";"2,11";"66,18";"16,25";"514,03";"9,01";"4,03";"564,52";"32297,54";"28000,49";"18244,39";"117,23";"1983,8";"-3987,39";"11355,44";"65,57";"52433,27";"8,57";"18,42";"1,06";"100,28";"8,59";"8,5";"13,31";"-39,32";"-6,44";"72,33";"4,31";"48,15";"13,24";"256,45";"5,31";"1,18";"14,55";"3114,49";"2,45";"10,08";"4,29";"10,04";"15,34";"3,34";"10,18";"8,52";"14,53";"9,27";"-9,25";"17,38";"7,32";"4,34";"2,19";"-7,26";"2,35";"4,32";"10,31";"0,03";"0,13";"0,18";"0,02";"439,24";"505,04";"116,32";"37,54"
15938;France;2003;FRA;59728260;"2,13E+12";"17,16";"2,23";"419,37";"6,26";"9,03";"400,56";"11,38";"16,03";"14,45";"3,03";"2,04";"21,06";"3,14";"2,11";"60,59";"1,39";"530,54";"20,13";"4,05";"582,07";"32717,29";"28393,25";"18305,38";"119,45";"2080,03";"-3996,08";"11596,25";"80,31";"52671,43";"8,56";"18,03";"1,05";"99,23";"9,52";"16,55";"14,13";"-34,21";"-6,21";"71,19";"4,05";"48,02";"13,17";"256,22";"5,38";"1,18";"14,34";"3147,44";"16,35";"9,12";"3,44";"9,22";"14,19";"17,05";"10,11";"7,59";"0,9";"9,38";"-9,23";"17,21";"8,06";"3,13";"1,8";"-0,39";"7,05";"3,36";"10,19";"0,03";"0,14";"0,19";"0,02";"444,39";"510,18";"111,17";"26,46"
15939;France;2004;FRA;60108436;"2,20E+12";"10,05";"2,31";"424,03";"4,27";"4,53";"400,45";"-15,51";"-4,04";"13,48";"2,57";"2,03";"20,42";"3,08";"0,13";"60,45";"16,08";"549,35";"9,25";"4,07";"592,12";"33125,55";"28794,11";"18366,24";"122,33";"2168,39";"-4029,38";"11836,02";"81,13";"52756,09";"8,24";"18,28";"1,05";"94,28";"10,09";"15,33";"12,56";"-38,58";"-6,54";"70,07";"3,46";"45,07";"1,15";"255,16";"5,11";"1,19";"16,22";"3186,08";"1,09";"8,25";"3,23";"8,55";"13,07";"16,29";"10,03";"7,06";"15,06";"9,47";"-9,22";"17,02";"8,35";"3,26";"2,17";"-7,42";"5,42";"2,48";"10,07";"0,03";"0,14";"0,19";"0,02";"442,18";"508,08";"141,12";"33,14"
15940;France;2005;FRA;60510080;"2,24E+12";"10,48";"2,31";"418,31";"10,08";"10,01";"399,43";"14,37";"11,49";"6,47";"2,55";"2,04";"20,37";"3,06";"2,12";"62,02";"1,25";"561,56";"10,57";"4,06";"588,36";"33544,24";"29178,14";"18428,24";"125,24";"2266,27";"-4048,26";"12074,37";"77,51";"52098,57";"7,48";"4,33";"1,05";"107,36";"10,27";"14,58";"12,29";"-34,28";"-6,47";"69,37";"3,26";"43,9";"12,05";"254,15";"19,36";"1,14";"12,19";"3158,41";"15,45";"7,46";"3,15";"8,57";"11,54";"15,52";"9,56";"6,11";"15,12";"9,56";"-9,22";"16,43";"8,54";"3,09";"13,44";"-8,23";"4,57";"15,17";"9,55";"0,03";"0,14";"0,19";"0,02";"443,48";"509,36";"143,25";"41,22"
15941;France;2006;FRA;60919152;"2,30E+12";"14,07";"2,33";"406,31";"-23,01";"-8,05";"397,07";"-18,16";"-5,21";"10,45";"2,47";"2,02";"7,07";"2,57";"0,13";"59,43";"16,16";"550,43";"9,35";"0,24";"601,27";"33955,36";"29553,4";"18478,56";"133,13";"2361,37";"-4078,09";"12320,01";"91,41";"51339,57";"7,02";"7,49";"1,09";"92,19";"9,33";"8,2";"8,58";"-29,43";"-6,24";"69,07";"3,07";"43,08";"11,47";"245,24";"17,43";"1,15";"4,59";"3129,11";"14,45";"6,28";"2,08";"8,07";"10,38";"15,14";"9,47";"5,15";"1,32";"1,54";"-9,21";"16,23";"1,49";"4,37";"12,03";"-7,27";"2,11";"14,35";"9,42";"0,03";"0,14";"0,19";"0,02";"434,04";"499,56";"144,12";"42,51"
15942;France;2007;FRA;61329380;"2,35E+12";"16,58";"2,35";"399,18";"-11,52";"-10,09";"383,49";"-13,18";"-3,4";"6,31";"2,37";"0,12";"6,46";"2,48";"2,09";"66,07";1;"555,06";"24,13";"3,54";"618,25";"34339,12";"29927,49";"18545,02";"130,17";"2451,17";"-4109,19";"12551,59";"89,11";"50110,22";"6,05";"12,45";"1,14";"89,04";"8,32";"8,36";"22,02";"-31,09";"-7,09";"69,27";"3,03";"44,16";"1,12";"231,59";"14,46";"1,14";"4,55";"3077,52";"13,59";"5,18";"1,26";"7,59";"9,22";"14,35";"9,38";"4,19";"1,33";"10,01";"-9,21";"16,01";"9,22";"6,18";"10,14";"-9,37";"2,21";"13,33";"9,29";"0,03";"0,14";"0,19";"0,02";"427,35";"493,27";"155,48";"52,57"
15943;France;2008;FRA;61721004;"2,36E+12";"9,28";"2,24";"396,07";"-18,51";"-12,49";"361,12";"-22,36";"-2,4";"19,09";"2,33";"1,57";"11,09";"2,45";"2,06";"57,53";"15,09";"555,48";"9,21";"0,23";"625,25";"34735,21";"30289,01";"18602,54";"147,37";"2542,04";"-4128,33";"12764,23";"99,56";"49948,24";"6,05";"4,8";"1,18";"106,27";"9,09";"21,48";"7,22";"-34,55";"-0,46";"69,01";"2,58";"42,34";"11,26";"228,03";"13,18";"1,11";"10,45";"3096,14";"12,57";"4,35";"16,21";"7,05";"8,08";"13,57";"9,28";"3,22";"15,42";"10,01";"-9,21";"3,22";"1,51";"8,14";"1,56";"-9,59";"17,33";"12,34";"9,17";"0,03";"0,14";"0,19";"0,02";"421,32";"487,24";"159,41";"49,33"
15944;France;2009;FRA;62093300;"2,29E+12";"18,19";"2,04";"386,06";"-25,42";"-16,21";"342,7";"-23,12";"-6,12";"13,39";"2,29";"1,58";"21,14";"2,42";"2,07";"46,46";"12,06";"520,04";"10,12";"0,22";"628,04";"35105,46";30627;"18649,41";"144,32";"2641,19";"-4160,59";"12987,27";"101,42";"46872,51";"5,28";"12,35";"1,13";"99,15";"8,38";"16,13";"14,11";"-32,26";"-7,35";"68,21";"2,32";"40,15";"10,47";"223,05";"11,51";"1,02";"17,25";"2925,13";"10,53";"3,58";"15,33";"5,46";"6,54";"3,08";"9,18";"18,07";"15,52";"10,02";"-9,21";"15,21";"9,33";"7,06";"10,35";"-0,54";2;"10,44";"9,05";"0,03";"0,15";"0,02";"0,02";"403,06";"469,37";"149,39";"38,02"
15945;France;2010;FRA;62444568;"2,34E+12";"21,48";"2,06";"385,24";"14,58";"9,29";"360,51";"7,11";"9,17";"5,57";"2,29";"1,56";"6,03";"2,41";"2,06";"49,02";"13,05";"507,29";"8,59";"3,35";"634,12";"35491,09";"30987,52";"18698,43";"150,28";"2737,18";"-4185,32";"13196,02";"105,47";"48011,28";"1,28";"5,56";"1,06";"111,39";"9,57";"16,33";"14,38";"-40,13";"-0,46";"67,7";"2,24";"39,06";"10,26";"224,14";"10,32";"1,04";"4,05";"3009,14";"10,29";"3,11";"15,04";"5,52";"5,41";"12,41";"9,07";"3,31";"15,58";"10,03";"-9,21";"14,59";"9,37";"4,26";"1,55";"-9,15";"16,03";"11,27";"8,53";"0,03";"0,15";"0,02";"0,02";407;"473,32";"137,45";"43,48"
15946;France;2011;FRA;62775272;"2,39E+12";"9,05";"2,08";"355,29";"-29,55";"-21,08";"337,16";"-23,35";"-7,22";"8,24";"2,17";"1,53";"15,41";"2,28";"2,03";"42,43";"1,07";"502,45";"23,23";"0,21";"643,17";"35830,59";"31301,51";"18741,26";"152,33";"2818,25";"-4219,25";"13408,45";"113,33";"45915,17";"4,25";"17,45";"1,02";"96,46";"7,35";"11,36";"11,12";"-33,53";"-7,17";"65,31";"1,04";"37,1";"9,51";"212,43";"8,18";"1,07";"7,46";"2887,12";"9,58";"1,28";"13,44";"4,45";"4,27";"12,01";"8,54";"16,11";"16,01";"9,57";"-9,21";"14,37";"9,38";"2,21";"7,14";"-8,45";"14,55";"9,56";"8,38";"0,03";"0,15";"0,02";"0,02";"396,23";"457,16";"147,16";"49,39"
15947;France;2012;FRA;63071412;"2,40E+12";"15,22";"1,59";"363,25";"7,55";"11,05";"339,19";"17,43";"13,44";"9,31";"2,19";"1,55";"15,51";"2,29";"2,04";"57,49";"12,21";"488,14";"17,03";"0,2";"658,39";"36186,5";"31648,47";"18783,35";"160,45";"2915,12";"-4232,15";"13609,07";"119,42";"45683,28";"4,23";"8,12";"0,53";"96,48";"8,13";"11,59";"6,34";"-24,06";"-6,21";"65,15";"1,27";"37,7";"9,58";"210,25";"7,01";"1,05";"6,09";"2883,55";"9,02";"1,02";"13,45";"5,14";"3,16";"11,22";"8,42";"15,15";"15,59";"9,52";"-0,56";"14,15";"9,37";"14,38";"1,39";"-7,29";"13,58";"9,12";"8,24";"0,03";"0,15";"0,02";"0,02";"400,26";"460,35";"123,11";"42,58"
15948;France;2013;FRA;63335180;"2,42E+12";"7,3";"1,55";"366,07";"2,43";"9,33";"340,53";"17,14";"8,22";"10,25";"0,14";"1,56";"6,06";"2,28";"2,03";"56,29";"13,01";"475,45";"13,07";"3,13";"654,58";"36560,32";"31971,18";"18840,02";"164,41";"3006,03";"-4253,05";"13813,13";"112,52";"45924,27";"4,24";"3,56";"0,48";"106,31";"8,17";"11,44";"11,28";"-25,14";"-5,36";"65,03";"1,02";"39,05";"1,01";"209,43";"6,32";"1,08";"8,49";"2915,08";"8,26";"1,17";"14,01";"0,33";"2,06";"10,44";"8,31";"14,21";"15,55";"9,47";"-9,19";"13,52";"9,35";"13,13";"7,32";"-7,17";"13,36";"8,36";"1,43";"0,03";"0,15";"0,02";"0,02";"401,18";"461,32";"109,37";"32,34"
15949;France;2014;FRA;63588496;"2,42E+12";"22,15";"0,11";"327,09";"-38,58";"-21,01";"310,49";"-45,44";"-11,56";"17,37";"2,06";"0,11";"7,23";"2,15";"1,57";"46,29";"1,02";"443,45";"19,54";"2,59";"661,33";36872;"32284,49";"18870,54";"167,04";"3070,47";"-4285,06";"14012,41";"120,22";"43823,14";"3,29";"18,03";"0,47";"80,23";"4,19";"18,09";"17,57";"-32,01";"-5,26";"63,5";"16,39";"38,9";"10,12";"199,28";"3,1";"1,06";"7,31";"2797,23";"7,45";"15,22";"12,33";"4,23";"16,39";"10,06";"8,18";"13,28";"1,35";"9,35";"-9,18";"3,09";"9,29";"12,46";"3,27";"-6,37";"12,36";"7,19";"7,56";"0,03";"0,15";"0,02";"0,02";"367,33";"428,26";"116,35";"46,57"
15950;France;2015;FRA;63809768;"2,45E+12";"16,06";"1,44";"337,54";"10,45";"6,47";"317,56";"22,47";"11,35";"20,09";"2,09";"1,53";"8,14";"2,15";"1,58";"52,41";"9,55";"429,45";"16,21";"2,52";"677,39";"37209,54";"32602,45";"18907,53";"167,46";"3149,38";"-4289,23";"14208,14";"124,23";"43937,47";"3,23";"16,22";"0,45";"84,33";"5,33";"7,19";"19,01";"-19,58";"-3,45";"63,31";"16,26";"39,51";"10,19";"211,12";"4,55";"1,03";4;"2805,13";"7,37";"15,35";"12,52";"4,19";"15,38";"2,45";"8,06";"12,38";"15,46";"9,24";"-9,16";"13,07";"9,22";"12,25";"4,17";"-4,15";"12,13";"6,17";"7,42";"0,03";"0,15";"0,21";"0,02";"373,12";"433,26";"91,51";"34,53"
15951;France;2016;FRA;63989320;"2,48E+12";"16,39";"1,44";"334,05";"11,51";"13,02";"321,49";"-11,47";"-0,52";"19,29";"2,07";"1,54";"5,22";"2,15";"2,01";"49,13";"0,56";"438,54";"17,54";"2,53";"678,38";"37543,58";"32924,34";"18941,26";"168,39";"3241,56";"-4307,08";"14404,15";"124,45";"43068,49";"2,51";"16,33";"0,45";"102,16";"7,29";"18,57";"18,37";"-27,56";"-4,51";"62,39";"16,09";"38,02";"9,54";"196,02";"4,03";"0,59";"16,02";"2770,33";"7,28";"15,42";"13,07";"0,25";"14,41";"8,55";"7,55";"11,51";"15,42";"9,17";"-9,15";"12,44";"9,13";"12,48";"5,35";"-6,44";"11,32";"5,19";"7,29";"0,03";"0,16";"0,21";"0,02";"372,24";"434,07";"104,49";"38,19"
